customer_id,customer_code,first_name,last_name,gender,age,city,state,join_date,contract_type,internet_service,payment_method,churn,data_usage_gb,call_minutes,sms_count,streaming_hours,device_count,monthly_charge,tax_amount,discount,payment_delay_days,late_fee,ticket_count,satisfaction_score
35,CUST35,Sarah,Burch,Male,50,Mumbai,Punjab,2023-07-02,Monthly,None,Credit Card,0,254.0979166666667,1414.3333333333333,467.5416666666667,124.855,3.25,1688.0941666666668,303.8575,145.01333333333335,11.25,112.5,0.0,5.0
36,CUST36,Chelsea,Miller,Male,50,Delhi,Karnataka,2026-03-07,Monthly,Fiber,Net Banking,0,260.7525,1510.5416666666667,387.625,132.67708333333334,3.5,1389.4608333333333,250.1025,124.67083333333333,10.166666666666666,101.66666666666667,5.0,2.8
37,CUST37,Amanda,Herrera,Male,34,Pune,Maharashtra,2023-04-11,Quarterly,DSL,Net Banking,0,162.31416666666667,1446.1666666666667,500.75,151.72208333333333,4.5,1530.0358333333334,275.40500000000003,120.27916666666665,8.416666666666666,84.16666666666667,1.0,3.0
38,CUST38,Angela,Nelson,Female,63,Chandigarh,Punjab,2024-07-11,Yearly,5G,Debit Card,1,258.61,1638.6666666666667,543.6666666666666,154.15541666666667,3.625,1611.9666666666665,290.15416666666664,158.86416666666665,10.583333333333334,105.83333333333333,7.0,3.2857142857142856
39,CUST39,Katherine,Simmons,Female,53,Chandigarh,Karnataka,2026-02-08,Monthly,None,UPI,0,278.4625,1430.625,484.9583333333333,134.20583333333335,3.4166666666666665,1352.5775,243.46416666666667,140.6975,9.25,92.5,2.0,4.0
40,CUST40,Erin,Hansen,Female,50,Bangalore,Punjab,2022-08-13,Quarterly,Fiber,Debit Card,0,252.86541666666665,1580.7916666666667,451.8333333333333,140.84791666666666,3.0833333333333335,1764.1825,317.5525,153.02416666666667,7.416666666666667,74.16666666666667,0.0,5.0
41,CUST41,Erica,Nunez,Female,38,Delhi,Maharashtra,2026-03-12,Quarterly,None,Net Banking,0,196.37166666666667,1435.5833333333333,480.5833333333333,134.94291666666666,3.5833333333333335,1429.9433333333334,257.3908333333333,145.57416666666668,13.25,132.5,5.0,3.2
42,CUST42,Paul,Davis,Female,22,Pune,Maharashtra,2024-06-03,Quarterly,5G,Net Banking,0,216.62125,1632.9166666666667,596.5,119.10041666666666,3.625,1638.3858333333335,294.91,148.15416666666667,6.583333333333333,65.83333333333333,8.0,2.75
43,CUST43,Heather,Bentley,Female,48,Pune,Maharashtra,2021-09-25,Quarterly,DSL,Debit Card,1,209.47333333333333,1511.2916666666667,540.625,127.25541666666668,3.7083333333333335,1679.5541666666668,302.32,179.75333333333333,11.083333333333334,110.83333333333333,7.0,1.5714285714285714
44,CUST44,Mitchell,Mccarty,Male,36,Chandigarh,Delhi,2021-08-10,Quarterly,5G,Credit Card,0,230.74625,1539.6666666666667,491.875,162.87666666666667,3.875,1561.7858333333334,281.12,85.0675,9.5,95.0,2.0,2.0
45,CUST45,Christopher,Anderson,Female,45,Chandigarh,Punjab,2023-09-20,Quarterly,None,Credit Card,1,238.49333333333334,1351.2916666666667,519.875,114.925,3.625,1863.7700000000002,335.4775,144.105,7.333333333333333,73.33333333333333,7.0,2.4285714285714284
46,CUST46,Thomas,Welch,Male,43,Chandigarh,Maharashtra,2023-11-12,Monthly,None,Credit Card,1,293.06916666666666,1566.25,567.375,106.49541666666666,3.9166666666666665,956.9225,172.24666666666667,167.16583333333332,11.0,110.0,6.0,3.1666666666666665
47,CUST47,Jimmy,Berger,Female,58,Pune,Maharashtra,2025-12-16,Monthly,Fiber,Net Banking,0,217.59375,1459.0,593.2083333333334,111.0775,3.625,1272.6958333333334,229.085,158.52,9.833333333333334,98.33333333333333,7.0,3.7142857142857144
48,CUST48,Eric,Rubio,Female,66,Mumbai,Delhi,2022-08-01,Monthly,None,Net Banking,0,246.15041666666664,1559.2916666666667,594.7916666666666,120.86125,3.9583333333333335,1198.1316666666667,215.66333333333333,131.73,11.0,110.0,4.0,2.0
49,CUST49,Dean,Brown,Male,70,Pune,Maharashtra,2021-11-23,Monthly,Fiber,UPI,0,259.80333333333334,1739.7916666666667,387.9166666666667,148.5,3.0416666666666665,1912.2141666666666,344.1983333333333,167.2225,7.916666666666667,79.16666666666667,0.0,5.0
50,CUST50,Claudia,Taylor,Female,30,Chandigarh,Delhi,2026-04-02,Quarterly,5G,Debit Card,0,269.32375,1477.75,495.375,110.75958333333334,3.4583333333333335,1080.9291666666666,194.56916666666666,144.19333333333333,11.416666666666666,114.16666666666667,5.0,3.4
51,CUST51,Lynn,Lopez,Female,47,Chandigarh,Delhi,2025-04-29,Yearly,None,Net Banking,0,260.2866666666667,1463.0,674.5416666666666,121.71,3.625,1627.805,293.00416666666666,151.57666666666668,10.75,107.5,1.0,4.0
52,CUST52,Lisa,Walker,Female,32,Chandigarh,Punjab,2023-06-07,Yearly,None,Credit Card,0,194.94375,1455.9166666666667,498.9166666666667,118.575,3.1666666666666665,1291.8383333333334,232.53166666666667,109.89583333333333,9.0,90.0,5.0,2.6
53,CUST53,Charles,Serrano,Female,44,Chandigarh,Karnataka,2022-02-08,Monthly,DSL,Credit Card,0,267.38208333333336,1067.2916666666667,466.75,123.73875,3.2916666666666665,1284.5674999999999,231.2225,149.92249999999999,13.0,130.0,1.0,2.0
54,CUST54,Tammie,Long,Female,43,Mumbai,Karnataka,2024-06-08,Yearly,Fiber,Debit Card,0,221.01416666666668,1580.125,475.9583333333333,139.64875,3.0833333333333335,1196.6466666666668,215.39666666666665,143.58,8.75,87.5,2.0,1.5
55,CUST55,Dustin,Manning,Female,56,Pune,Maharashtra,2024-12-17,Quarterly,None,Net Banking,0,338.2104166666667,1596.0,514.4166666666666,133.83916666666667,3.5416666666666665,1477.3008333333335,265.91333333333336,202.48749999999998,8.583333333333334,85.83333333333333,0.0,5.0
56,CUST56,Michael,Holland,Female,68,Pune,Karnataka,2023-01-03,Quarterly,DSL,Credit Card,0,258.41833333333335,1535.5833333333333,451.25,136.9275,3.5,1519.4083333333335,273.4925,197.85083333333333,9.083333333333334,90.83333333333333,0.0,5.0
57,CUST57,Ethan,Smith,Male,64,Chandigarh,Delhi,2024-08-17,Monthly,5G,Credit Card,1,269.9458333333333,1377.25,512.5,146.98666666666665,3.3333333333333335,1674.9816666666666,301.49666666666667,136.535,10.5,105.0,6.0,3.0
58,CUST58,Dylan,Walker,Male,34,Delhi,Delhi,2022-08-03,Monthly,5G,Debit Card,0,228.73,1667.8333333333333,491.7916666666667,130.97708333333335,3.5833333333333335,1736.5483333333334,312.5783333333333,173.06416666666667,11.75,117.5,3.0,1.3333333333333333
59,CUST59,Laura,Fields,Female,20,Pune,Maharashtra,2026-05-08,Yearly,None,Net Banking,0,280.7679166666667,1524.875,521.2083333333334,130.25708333333333,3.375,1554.45,279.8,176.83916666666667,8.166666666666666,81.66666666666667,8.0,4.0
60,CUST60,Tracie,Martinez,Female,70,Delhi,Delhi,2024-01-28,Monthly,Fiber,Debit Card,0,313.9325,1561.6666666666667,514.6666666666666,120.395,3.375,999.1616666666667,179.84916666666666,130.19083333333333,9.583333333333334,95.83333333333333,3.0,2.6666666666666665
61,CUST61,Alexis,Cohen,Male,48,Delhi,Maharashtra,2021-08-13,Monthly,5G,Credit Card,1,279.5525,1561.75,568.0833333333334,140.29416666666665,3.8333333333333335,1143.7708333333333,205.8791666666667,125.8725,11.416666666666666,114.16666666666667,7.0,3.2857142857142856
62,CUST62,Mike,Gomez,Female,59,Bangalore,Maharashtra,2024-03-21,Quarterly,None,UPI,0,267.86625,1508.2916666666667,468.875,113.23958333333333,3.9583333333333335,1478.5216666666668,266.1333333333333,135.1475,10.833333333333334,108.33333333333333,4.0,4.0
63,CUST63,Brian,Williams,Male,36,Bangalore,Maharashtra,2022-09-06,Yearly,None,Net Banking,0,238.55625,1533.7083333333333,524.9583333333334,115.12583333333333,3.7083333333333335,1302.16,234.39,161.30083333333332,8.916666666666666,89.16666666666667,5.0,2.2
64,CUST64,Amanda,Cordova,Female,42,Bangalore,Karnataka,2023-05-20,Quarterly,Fiber,UPI,0,300.8129166666667,1560.0,541.6666666666666,112.59041666666667,3.0833333333333335,1373.405,247.21333333333334,158.94166666666666,9.75,97.5,3.0,4.333333333333333
65,CUST65,Candice,James,Female,28,Bangalore,Karnataka,2025-03-25,Yearly,Fiber,UPI,0,271.1354166666667,1721.1666666666667,410.2916666666667,120.91624999999999,4.0,1689.8374999999999,304.17,192.89166666666665,6.666666666666667,66.66666666666667,6.0,3.5
66,CUST66,Harry,Smith,Female,55,Mumbai,Delhi,2023-07-07,Monthly,5G,Debit Card,0,247.8395833333333,1436.8333333333333,437.5,113.31541666666668,3.1666666666666665,1651.7266666666667,297.3125,195.99750000000003,10.333333333333334,103.33333333333333,3.0,2.0
67,CUST67,Alexandria,Sanford,Female,31,Chandigarh,Punjab,2024-11-28,Monthly,Fiber,Credit Card,0,172.36416666666665,1618.5416666666667,548.2083333333334,123.94291666666668,4.125,1529.47,275.3041666666667,144.36666666666667,10.166666666666666,101.66666666666667,4.0,3.5
68,CUST68,William,Murray,Female,62,Pune,Maharashtra,2023-04-04,Yearly,Fiber,Debit Card,0,236.20083333333332,1727.1666666666667,479.75,115.58,3.0,1513.2891666666667,272.3908333333333,125.51416666666667,8.416666666666666,84.16666666666667,8.0,2.75
69,CUST69,Jill,Shields,Male,63,Chandigarh,Karnataka,2022-07-13,Yearly,Fiber,Net Banking,0,178.78583333333333,1522.7083333333333,590.0,110.98583333333333,3.7083333333333335,1407.7033333333336,253.38750000000002,159.49,5.333333333333333,53.333333333333336,8.0,2.5
70,CUST70,Christopher,Bell,Female,47,Pune,Delhi,2025-04-09,Yearly,None,Credit Card,0,303.28291666666667,1576.5416666666667,423.5833333333333,130.17083333333332,3.4166666666666665,1282.0308333333332,230.76583333333335,116.195,10.083333333333334,100.83333333333333,5.0,2.4
71,CUST71,John,Hernandez,Male,39,Pune,Maharashtra,2024-12-24,Yearly,5G,UPI,0,248.8479166666667,1530.1666666666667,612.9583333333334,122.8275,4.083333333333333,1326.1225,238.70250000000001,143.18666666666667,11.75,117.5,0.0,5.0
72,CUST72,Amy,Smith,Male,64,Chandigarh,Punjab,2022-11-14,Yearly,None,Credit Card,1,273.64958333333334,1308.0,477.4583333333333,142.19875,3.875,1037.835,186.80916666666667,125.30833333333334,12.0,120.0,8.0,3.125
73,CUST73,Stephen,Davis,Male,60,Mumbai,Maharashtra,2024-12-26,Yearly,Fiber,UPI,0,270.035,1563.0,409.4583333333333,93.99000000000001,3.375,1029.8541666666667,185.3741666666667,130.295,8.416666666666666,84.16666666666667,0.0,5.0
74,CUST74,James,Blackwell,Female,37,Mumbai,Maharashtra,2025-09-14,Monthly,DSL,Net Banking,0,245.12375,1451.7083333333333,411.5833333333333,114.70166666666667,3.4166666666666665,1500.2591666666667,270.0466666666667,101.01333333333334,6.25,62.5,6.0,3.3333333333333335
75,CUST75,Rachel,Hunt,Male,24,Mumbai,Karnataka,2022-05-26,Quarterly,Fiber,Net Banking,0,247.29083333333332,1632.9166666666667,558.5416666666666,115.57791666666667,3.2083333333333335,1564.7700000000002,281.65749999999997,194.97333333333336,11.583333333333334,115.83333333333333,5.0,4.4
76,CUST76,Carl,Mcmahon,Female,51,Delhi,Punjab,2021-07-28,Quarterly,None,Credit Card,0,247.30666666666664,1660.375,459.4166666666667,129.33958333333334,2.9166666666666665,1372.985,247.13666666666666,115.02333333333333,8.5,85.0,2.0,2.5
77,CUST77,Todd,Hudson,Female,18,Chandigarh,Karnataka,2025-07-27,Monthly,None,Debit Card,1,227.48666666666668,1258.5,449.9583333333333,123.09416666666668,4.125,1610.945,289.9691666666667,162.92416666666668,12.333333333333334,123.33333333333333,7.0,3.0
78,CUST78,Christopher,Johnson,Female,53,Bangalore,Karnataka,2025-02-10,Quarterly,DSL,Credit Card,0,263.18916666666667,1293.125,503.0833333333333,130.48458333333335,3.375,1458.2275,262.48083333333335,198.14416666666668,9.916666666666666,99.16666666666667,0.0,5.0
79,CUST79,Kelli,Nichols,Female,69,Bangalore,Maharashtra,2023-08-09,Yearly,Fiber,Debit Card,0,303.73333333333335,1532.5416666666667,516.875,115.34750000000001,2.75,1309.4766666666667,235.705,134.30166666666668,7.916666666666667,79.16666666666667,4.0,3.25
80,CUST80,Vincent,Burke,Female,27,Mumbai,Delhi,2024-11-08,Quarterly,DSL,Net Banking,1,271.38,1486.2083333333333,457.5,127.6725,3.7083333333333335,1444.7300000000002,260.0525,143.76416666666668,10.666666666666666,106.66666666666667,6.0,2.8333333333333335
81,CUST81,Joshua,Berry,Female,61,Mumbai,Delhi,2022-02-20,Yearly,5G,UPI,0,199.57125,1641.625,633.3333333333334,118.50666666666666,3.8333333333333335,1714.9791666666667,308.69666666666666,149.47833333333332,12.75,127.5,5.0,2.6
82,CUST82,Brent,Clarke,Male,41,Chandigarh,Maharashtra,2023-06-12,Yearly,5G,Credit Card,0,215.06166666666664,1619.25,546.75,116.98708333333333,3.8333333333333335,1348.6816666666666,242.76250000000002,187.31583333333333,6.916666666666667,69.16666666666667,1.0,5.0
83,CUST83,Kaitlyn,Stone,Male,41,Mumbai,Karnataka,2022-01-31,Yearly,None,UPI,0,174.12375,1566.3333333333333,522.0,127.08166666666666,3.4166666666666665,1211.345,218.0425,115.25,10.166666666666666,101.66666666666667,4.0,3.75
84,CUST84,Joshua,Jones,Male,33,Chandigarh,Delhi,2024-03-31,Yearly,Fiber,Debit Card,0,274.91791666666666,1060.8333333333333,591.8333333333334,123.30291666666666,3.2916666666666665,1446.3758333333335,260.34666666666664,201.6,10.333333333333334,103.33333333333333,5.0,2.2
85,CUST85,Linda,Castaneda,Male,61,Mumbai,Delhi,2025-10-02,Yearly,5G,Net Banking,1,231.7541666666667,1783.0,431.9583333333333,150.09,3.4166666666666665,1499.6675000000002,269.94083333333333,183.975,11.666666666666666,116.66666666666667,8.0,3.5
86,CUST86,Anthony,Berger,Male,27,Mumbai,Punjab,2024-08-17,Monthly,None,Debit Card,0,231.91875000000002,1411.4583333333333,530.375,130.69291666666666,3.25,1484.6925,267.245,172.63916666666668,10.166666666666666,101.66666666666667,3.0,2.0
87,CUST87,Kevin,Guerrero,Female,49,Chandigarh,Karnataka,2024-06-22,Yearly,None,Credit Card,0,242.49666666666667,1634.25,609.625,149.15458333333333,3.625,1582.21,284.79833333333335,164.4,12.166666666666666,121.66666666666667,0.0,5.0
88,CUST88,Kristie,Thompson,Female,21,Delhi,Delhi,2025-04-03,Monthly,DSL,Credit Card,0,198.42,1542.375,495.7083333333333,147.47666666666666,3.5833333333333335,1204.9983333333332,216.89916666666667,151.8675,11.0,110.0,1.0,3.0
89,CUST89,Renee,Ashley,Male,67,Chandigarh,Delhi,2026-02-07,Yearly,5G,UPI,0,241.79999999999998,1597.7083333333333,532.75,117.15791666666667,3.8333333333333335,1569.2216666666666,282.4591666666667,152.93333333333334,9.333333333333334,93.33333333333333,3.0,2.0
90,CUST90,Pamela,Russell,Female,37,Chandigarh,Punjab,2023-03-16,Quarterly,Fiber,Debit Card,0,248.125,1433.2916666666667,528.2083333333334,147.33458333333334,3.875,1327.9966666666667,239.03916666666666,173.16,9.75,97.5,1.0,2.0
91,CUST91,Michael,Taylor,Female,41,Chandigarh,Punjab,2021-08-17,Quarterly,DSL,Credit Card,1,264.54541666666665,1613.5416666666667,542.0833333333334,108.3625,3.3333333333333335,1752.2375,315.40333333333336,154.84583333333333,10.5,105.0,8.0,2.25
92,CUST92,Albert,Ware,Male,50,Bangalore,Delhi,2022-06-28,Yearly,None,UPI,0,252.97333333333336,1283.2083333333333,529.875,126.38458333333334,3.7083333333333335,1137.2325,204.70333333333335,137.03666666666666,8.833333333333334,88.33333333333333,1.0,5.0
93,CUST93,Tyler,Valdez,Male,69,Mumbai,Karnataka,2024-08-22,Monthly,DSL,Net Banking,0,281.91749999999996,1549.875,488.9166666666667,112.27916666666665,3.0416666666666665,1334.2108333333333,240.15833333333333,141.9275,10.166666666666666,101.66666666666667,2.0,3.5
94,CUST94,Jonathan,Little,Female,41,Delhi,Karnataka,2021-08-14,Quarterly,DSL,Credit Card,0,260.16249999999997,1454.625,543.6666666666666,117.62208333333332,3.5833333333333335,1445.2866666666666,260.1525,104.58166666666666,11.333333333333334,113.33333333333333,0.0,5.0
95,CUST95,Karen,Jacobson,Male,26,Delhi,Maharashtra,2022-04-13,Monthly,DSL,Debit Card,0,228.32541666666665,1559.375,533.2916666666666,126.84541666666667,3.4166666666666665,1429.295,257.27333333333337,104.6875,8.75,87.5,4.0,2.0
96,CUST96,Charlotte,Alexander,Female,26,Bangalore,Maharashtra,2025-06-26,Quarterly,5G,UPI,0,292.15708333333333,1556.75,465.875,122.82583333333334,3.7916666666666665,1262.9091666666666,227.32333333333335,148.01583333333335,13.416666666666666,134.16666666666666,1.0,5.0
97,CUST97,Alison,Mclaughlin,Male,54,Chandigarh,Karnataka,2022-06-28,Quarterly,DSL,Net Banking,0,253.18833333333336,1707.9583333333333,444.4583333333333,124.43666666666667,3.3333333333333335,1458.9166666666667,262.605,149.9675,10.833333333333334,108.33333333333333,2.0,3.0
98,CUST98,Matthew,Alvarado,Male,40,Bangalore,Punjab,2025-03-26,Yearly,None,Debit Card,0,310.5079166666667,1588.5833333333333,435.1666666666667,118.74833333333333,4.166666666666667,1291.0725,232.39333333333335,146.14833333333334,7.5,75.0,3.0,3.3333333333333335
99,CUST99,Emma,Wilson,Female,24,Delhi,Maharashtra,2022-02-27,Yearly,Fiber,Debit Card,0,193.30666666666664,1407.2083333333333,583.7916666666666,118.75166666666667,3.75,1469.3566666666666,264.485,137.5425,9.583333333333334,95.83333333333333,5.0,2.6
100,CUST100,Brittany,King,Male,37,Mumbai,Maharashtra,2025-11-25,Quarterly,DSL,Credit Card,1,256.46583333333336,1609.9166666666667,593.1666666666666,115.51666666666667,2.6666666666666665,1464.8908333333331,263.68,153.79583333333332,10.5,105.0,7.0,3.4285714285714284
101,CUST101,Carolyn,Yang,Male,45,Pune,Maharashtra,2021-11-06,Yearly,Fiber,Credit Card,0,266.01625,1767.2916666666667,527.7916666666666,125.34291666666667,3.2083333333333335,1310.0316666666665,235.80666666666664,133.5675,10.666666666666666,106.66666666666667,0.0,5.0
